,context,answer,label
5079,"['я_PRON', 'женатый_ADJ', 'очень_ADV', 'любить_VERB', 'свой_DET', 'жена_NOUN', 'она_PRON', 'я_PRON', 'недавно_ADV', 'подариладогать_ADV', '😁_SYM', 'всегда_ADV', 'почему_ADV', 'то_PART', 'хотеть_VERB', 'мальчик_NOUN', 'но_CCONJ', 'оказываться_VERB', 'когда_SCONJ', 'быть_VERB', 'дочь_NOUN', 'это_PRON', 'супер_NOUN', '❤️_NOUN', 'я_PRON', 'кстати_ADV', 'недавно_ADV', 'машина_NOUN', 'покупать_VERB', 'нива_NOUN', 'на_ADP', 'рыбалка_NOUN', 'ездитьсамый_ADJ', 'то_PRON', 'да_PART', 'девочка_NOUN', 'это_PRON', 'ктутой_ADJ', 'спасибо_PROPN ', 'за_ADP', 'ожидание_NOUN', 'поздравлять_VERB', 'я_PRON', 'как_SCONJ', 'раз_NOUN', 'отдыхать_VERB', 'на_ADP', 'рыбалка_NOUN']","['и_CCONJ', 'в_ADP', 'этот_DET', 'суббота_NOUN', 'быть_AUX', 'не_PART', 'плохой_ADJ']",ai
5080,"['арахнофобия_PROPN ', 'значить_VERB', 'ну_PART', 'неудивительный_ADJ', 'что_SCONJ', 'ты_PRON', 'они_PRON', 'бояться_VERB', 'у_ADP', 'они_PRON', 'же_PART', 'целый_ADJ', 'x_NUM', 'лапа_NOUN', 'хороший_ADJ', 'что_SCONJ', 'они_PRON', 'не_PART', 'летать_VERB', '😄спасибо_PROPN ', 'большой_ADJ', 'желать_VERB', 'ты_PRON', 'на_ADP', 'твой_DET', 'путь_NOUN', 'никогданин_PROPN ', 'встречать_VERB', 'паук_NOUN', 'а_CCONJ', 'какой_DET', 'кухня_NOUN', 'ты_PRON', 'предпочитать_VERB', 'японский_ADJ', 'особенно_ADV', 'суша_NOUN', 'и_CCONJ', 'ролла_NOUN', 'а_CCONJ', 'ты_PRON', '**ва_NOUN', 'ой_NOUN', 'никогда_ADV', 'не_PART', 'пробовать_VERB', 'ни_PART', 'суша_NOUN', 'ни_CCONJ', 'рол_NOUN', 'но_CCONJ', 'люблюрамать_ADJ', 'и_PART', 'удон_NOUN', 'за_ADP', 'милый_ADJ', 'душа_NOUN', 'прямой_NOUN', 'наминай_VERB', 'еще_ADV', 'люблюдомашний_ADJ', 'русский_ADJ', 'кухня_NOUN', 'готовить_VERB', 'тоже_PART', 'любить_NOUN', 'и_CCONJ', 'уметь_NOUN', 'а_CCONJ', 'в_ADP', 'будущий_ADJ', 'юрист_NOUN', 'быть_VERB', 'домашний_ADJ', 'животное_NOUN']","['да_PART', 'я_PRON', 'любить_VERB', 'кошка_NOUN', 'и_CCONJ', 'собака_NOUN']",ai
5081,"['я_PRON', 'ни_PART', 'где_ADV', 'не_PART', 'работать_VERB', 'тоже_PART', 'домохозяйка_NOUN', 'я_PRON', 'недавно_ADV', 'отдыхалывать_VERB', 'китай_PROPN ', 'а_CCONJ', 'как_ADV', 'вы_PRON', 'проводить_VERB', 'отдых_NOUN', 'лето_PROPN ', 'ходить_VERB', 'с_ADP', 'дочка_NOUN', 'за_ADP', 'ягода_NOUN', 'а_CCONJ', 'зима_NOUN', 'развлекаемсязимний_ADJ', 'игра_NOUN', 'я_PRON', 'любить_VERB', 'танцевать_VERB', 'а_CCONJ', 'у_ADP', 'вы_PRON', 'быть_VERB', 'хобби_NOUN', 'я_PRON', 'обожать_VERB', 'леси_NOUN', 'гриб_NOUN', 'с_ADP', 'ягода_NOUN']","['а_CCONJ', 'как_ADV', 'вы_PRON', 'готовиться_VERB', 'к_ADP', 'пляжный_ADJ', 'сезон_NOUN']",ai
5082,"['мы_PRON', 'с_ADP', 'она_PRON', 'мечтать_VERB', 'увитеть_VERB', 'весь_DET', 'мир_NOUN', 'а_CCONJ', 'у_ADP', 'ты_PRON', 'как_ADV', 'а_CCONJ', 'мы_PRON', 'вот_PART', 'с_ADP', 'девушка_NOUN', 'решать_VERB', 'снова_ADV', 'в_ADP', 'гора_NOUN', 'поехать_VERB', 'отдыхать_VERB', 'нравиться_VERB', 'гора_NOUN', 'я_PRON', 'бы_PART', 'тоже_PART', 'хотеть_VERB', 'видеть_VERB', 'весь_DET', 'мир_NOUN', 'у_ADP', 'ты_PRON', 'быть_VERB', 'хобби_NOUN', 'не_PART', 'я_PRON', 'любить_VERB', 'носить_VERB', 'платье_NOUN', 'поэтому_ADV', 'в_ADP', 'гора_NOUN', 'не_PART', 'соваться_VERB', 'хобби_PROPN ', 'нет_PART', 'я_PRON', 'не_PART', 'успевать_VERB', 'а_CCONJ', 'у_ADP', 'ты_PRON', 'или_CCONJ', 'ты_PRON', 'все_PART', 'о_ADP', 'чы_PRON', 'рассказывать_VERB']","['гор_PROPN ', 'это_PRON', 'красивый_ADJ', 'и_CCONJ', 'впечатляющий_ADJ', 'я_PRON', 'любить_VERB', 'путешествовать_VERB', 'и_CCONJ', 'открывать_VERB', 'для_ADP', 'себя_PRON', 'новый_ADJ', 'место_NOUN', 'а_CCONJ', 'еще_ADV', 'я_PRON', 'увлекаться_VERB', 'фотография_NOUN', 'и_CCONJ', 'йога_NOUN']",ai
5083,"['**вы:**_NOUN', 'получаться_VERB', 'да_PART', 'за_ADP', 'еда_NOUN', 'прыгать_VERB', 'на_ADP', 'шкаф_NOUN', 'у_ADP', 'я_PRON', 'тоже_PART', 'кошка_NOUN', 'только_PART', 'она_PRON', 'я_PRON', 'дрессировать_VERB', 'за_ADP', 'еда_NOUN', 'отставать_VERB', 'от_ADP', 'я_PRON']","['смешной_ADV', 'однако_ADV']",people
5084,"['не_PART', 'тяжко_SYM', 'или_CCONJ', 'веселый_ADJ', '**собеседник:_NOUN', 'ладно,быть_AUX', 'интересный_ADJ', 'поболтать_VERB', 'но_CCONJ', 'надо_ADV', 'бежать_VERB', '**ва_NOUN', 'около_NOUN']","['давать_VERB', 'видеться_VERB', 'звонить_NOUN']",people
5085,"['это_PRON', 'делать_VERB', 'этот_DET', 'профессия_NOUN', 'еще_ADV', 'интересный_ADJ', 'и_CCONJ', 'многогранний_ADJ', 'что_PRON', 'еще_ADV', 'рассказать_VERB', '**собеседник:_NOUN', 'накопить_VERB', 'себя_PRON', 'на_ADP', 'домя_VERB', 'отличный_ADJ', 'любить_VERB', 'готовить_VERB', 'я_PRON', 'готовить_VERB', 'очень_ADV', 'вкусный_ADJ', 'мясо_NOUN']","['а_CCONJ', 'я_PRON', 'специалист_NOUN', 'по_ADP', 'салат_NOUN']",people
5086,"['это_PRON', 'здоровый_ADJ', 'прощать_VERB', 'не_PART', 'мочь_VERB', 'больше_ADV', 'разговаривать_VERB', 'зарулемя_VERB', '**собеседник:_NOUN', 'какой_DET', 'у_ADP', 'ты_PRON', 'машина_NOUN', '**ва_NOUN', 'газель_NOUN']","['для_ADP', 'личный_ADJ', 'цель_NOUN', 'покупать_VERB', 'или_CCONJ', 'по_ADP', 'работа_NOUN', 'нужный_ADJ']",people
5087,"['**вы:**_NOUN', 'о_PROPN ', 'похвально_ADV', 'ну_PART', 'ладно_NOUN', 'так_ADV', 'я_PRON', 'на_ADP', 'секундочка_NOUN', 'отлучиться_VERB', '**вы:_NOUN', 'пора_PROPN ', 'спать_VERB', 'я_PRON']","['завтра_ADV', 'рано_ADV', 'вставать_VERB']",ai
5088,"['я_PRON', 'пенсионер_NOUN', 'жить_VERB', 'в_ADP', 'деревня_NOUN', 'и_CCONJ', 'очень_ADV', 'любить_VERB', 'рыбалка_NOUN', 'а_CCONJ', 'ты_PRON', 'рассказывать_VERB', 'о_ADP', 'себя_PRON', 'я_PRON', 'одинокий_ADJ', 'быть_VERB', 'сын_NOUN', 'скоро_ADV', 'планировать_VERB', 'ехать_VERB', 'в_ADP', 'турция_PROPN ', 'любить_VERB', 'собака_NOUN', 'рыбалка_NOUN', 'я_PRON', 'тоже_PART', 'нравиться_VERB', '**ва_NOUN', 'о_INTJ', 'у_ADP', 'я_PRON', 'быть_VERB', 'дочка_NOUN', 'она_PRON', 'уже_ADV', 'взрослый_ADJ', 'у_ADP', 'она_PRON', 'в_ADP', 'самойесть_NOUN', 'уже_ADV', 'ребенок_NOUN']","['мочь_VERB', 'удаваться_VERB', 'когда_SCONJ', 'нибудь_ADV', 'порыбачить_VERB', 'вместе_ADV']",people
5089,"['смешной_ADJ', 'я_PRON', 'вчера_ADV', 'ходить_VERB', 'в_ADP', 'гость_NOUN', 'там_ADV', 'родитель_NOUN', 'тениже_ADP', 'метод_NOUN', 'ребенок_NOUN', 'укладывать_VERB', 'куда_ADV', 'летать_VERB', 'да_PART', 'вот_PART', 'из_ADP', 'вена_PROPN ', 'вчера_ADV', 'прилететь_VERB', 'из_ADP', 'отпуск_NOUN']","['да_PART', 'нет_VERB', 'у_ADP', 'я_PRON', 'ненормированный_ADJ', 'график_NOUN', 'работа_NOUN', 'просто_PART', 'решать_VERB', 'с_ADP', 'муж_NOUN', 'слетать_VERB', 'в_ADP', 'вена_NOUN', 'любоваться_VERB', 'на_ADP', 'архитектурный_ADJ', 'красота_NOUN', 'послушать_VERB', 'живой_ADJ', 'исполнение_NOUN', 'моцарт_PROPN ']",people
5090,"['у_ADP', 'все_PRON', 'быть_VERB', 'вещи_NOUN', 'а_CCONJ', 'у_ADP', 'я_PRON', 'особенный_ADJ', '**вы:_NOUN', 'какой_DET']","['такой_DET', 'который_PRON', 'я_PRON', 'дорога_ADJ', 'например_ADV', 'фотография_NOUN', 'близкий_ADJ']",people
5091,"['**вы:**_NOUN', 'ого_ADJ', 'опасно_NOUN', '**собеседник:_NOUN', 'ага_PART', 'но_CCONJ', 'екстремально_ADV', 'блин_PROPN ', 'ну_PART', 'этот_PRON', 'смелость_NOUN', 'надо_ADV', 'набраться_VERB']","['а_CCONJ', 'то_SCONJ', 'я_PRON', 'не_PART', 'мочь_VERB', 'так_ADV', 'рисковать_VERB', 'свой_DET', 'жизнь_NOUN', 'и_CCONJ', 'здоровье_NOUN', 'я_PRON', 'же_PART', 'не_PART']",ai
5092,"['как_ADV', 'звать_VERB', 'собака_NOUN', 'ну_PART', 'что_PRON', 'пообщаться_VERB', 'быть_AUX', 'заканчивать_VERB', '**вы:_NOUN', 'ну_PART', 'давать_VERB', 'руслан_PROPN ', 'ужачить_PROPN ', 'ты_PRON']","['руслан_PROPN ', 'это_PRON', 'звучать_VERB', 'неплохо_ADJ', 'удача_NOUN', 'ты_PRON', 'тоже_PART', 'и_CCONJ', 'не_PART', 'забывать_VERB', 'гулять_VERB', 'с_ADP', 'свой_DET', 'собака_NOUN']",ai
5093,"['ой_NOUN', 'сколько_ADV', 'же_PART', 'у_ADP', 'вы_PRON', 'детка_NOUN', 'я_PRON', 'и_PART', 'двое_NUM', 'то_PART', 'высокий_ADJ', 'крыша_NOUN', 'как_SCONJ', 'говорить_VERB', '**собеседник:_NOUN', '🤭ий_ADJ', 'у_ADP', 'я_PRON', 'семеро_NUM', 'как_SCONJ', 'в_ADP', 'сказка_NOUN', 'семеро_NUM', 'козлят🥳_NOUN', '**ва_NOUN', 'муж_NOUN', 'быть_VERB', 'только_PART', 'он_PRON', 'много_ADV', 'время_NOUN', 'работать_VERB', 'вахта_NOUN', 'я_PRON', 'честно_ADV', 'в_ADP', 'шок_NOUN', 'но_CCONJ', 'это_PRON', 'вообще_ADV', 'замечательный_ADJ', 'в_ADP', 'вы_PRON', 'частный_ADJ', 'дом_NOUN']","['да_PART', 'у_ADP', 'мы_PRON', 'большой_ADJ', 'семья_NOUN', 'мой_DET', 'муж_NOUN', 'тоже_PART', 'много_ADV', 'работать_VERB', 'но_CCONJ', 'мы_PRON', 'стараться_VERB', 'проводить_VERB', 'вместе_ADV', 'как_ADV', 'можно_ADV', 'много_NUM', 'время_NOUN']",ai
5094,"['она_PRON', 'очень_ADV', 'душевный_ADJ', 'ведь_SCONJ', 'дерево_NOUN', 'живой_ADJ', 'и_CCONJ', 'я_PRON', 'простовдыхать_VERB', 'у_ADP', 'он_PRON', 'новый_ADJ', 'жизнь_NOUN', 'а_CCONJ', 'ты_PRON', 'что_PRON', 'заниматься_VERB', '**собеседник:_NOUN', 'это_PRON', 'точный_ADJ', 'я_PRON', 'давно_ADV', 'в_ADP', 'собирать_NOUN', 'монета_NOUN', 'и_CCONJ', 'очень_ADV', 'люблюисторий_NOUN', 'так_ADV', 'как_SCONJ', 'очень_ADV', 'хорошо_ADV', 'она_PRON', 'знать_VERB', 'а_CCONJ', 'на_ADP', 'данный_ADJ', 'момент_NOUN', 'в_ADP', 'декрать_NOUN', '**ва_NOUN', 'о_INTJ', 'я_PRON', 'всегда_ADV', 'хотеть_VERB', 'знать_VERB', 'история_NOUN', 'но_CCONJ', 'она_PRON', 'у_ADP', 'я_PRON', 'неукладываться_VERB', 'в_ADP', 'голова_NOUN', 'хотя_SCONJ', 'я_PRON', 'много_ADV', 'читать_VERB', 'но_CCONJ', 'именнастать_NOUN', 'история_NOUN', 'беда_NOUN', 'просто_PART', 'не_PART', 'мочь_VERB', 'запоминать_VERB', 'ни_PART', 'год_NOUN', 'ни_CCONJ', 'имя_NOUN', 'ни_CCONJ', 'последовательность_NOUN', 'событие_NOUN']","['да_PART', 'история_NOUN', 'мочь_VERB', 'быть_AUX', 'сложный_ADJ', 'и_CCONJ', 'запутанный_ADJ', 'но_CCONJ', 'если_SCONJ', 'подходить_VERB', 'к_ADP', 'она_PRON', 'с_ADP', 'любовь_NOUN', 'и_CCONJ', 'интерес_NOUN', 'то_SCONJ', 'она_PRON', 'начинать_VERB', 'раскрываться_VERB', 'в_ADP', 'весь_DET', 'свой_DET', 'красота_NOUN', 'и_CCONJ', 'глубина_NOUN']",ai
5095,"['любить_VERB', 'кошек,а_NOUN', 'я_PRON', 'они_PRON', 'двбыть_VERB', 'лазанье_PROPN ', 'конечно_ADV', 'хорошо_ADJ', 'но_CCONJ', 'готовить_VERB', 'не_PART', 'любить_VERB', 'длясын_NOUN', 'и_CCONJ', 'муж_NOUN', 'стараться_VERB', 'как_SCONJ', 'звать_VERB', 'кошка_NOUN', ',какий_DET', 'порода_NOUN', '**ва_NOUN', 'любить_VERB', 'сыр_NOUN', 'ужасно_ADV', 'сильноотреть_NOUN', 'макароны_NOUN', 'с_ADP', 'сырой_NOUN', 'ребенок_NOUN', 'научать_VERB', 'в_ADP', 'садик_NOUN', 'так_ADV', 'кормято_PRON', 'трехцветный_ADJ', 'обычный_ADJ']","['о_INTJ', 'трехцветный_ADJ', 'кошка_NOUN', 'это_PRON', 'так_ADV', 'милый_VERB']",ai
5096,"['да_PART', 'жина_NOUN', 'называть_VERB', 'а_CCONJ', 'ваш_VERB', 'как_SCONJ', 'ребенок_NOUN', 'звать_VERB', 'у_ADP', 'мы_PRON', 'два_NUM', 'мальчик_NOUN', 'паша_PROPN ', 'и_CCONJ', 'алеша_PROPN ', 'девочка_NOUN', 'звать_VERB', 'виктория_PROPN ', 'через_ADP', 'год_NOUN', 'быть_AUX', 'готовить_VERB', 'к_ADP', 'школа_NOUN', 'ребята_NOUN', 'а_CCONJ', 'дочка_NOUN', 'кать_VERB', 'детский_ADJ', 'сад_NOUN', 'ходить_VERB', 'мой_DET', 'уже_ADV', 'в_ADP', 'x_NUM', 'класс_NOUN']","['ого_ADJ', 'сложный_ADV', 'учиться_VERB']",people
5097,"['да_PART', 'кошка_NOUN', 'а_CCONJ', 'у_ADP', 'ты_PRON', 'у_ADP', 'я_PRON', 'никто_PRON', 'мечтать_VERB', 'заводить_VERB', 'большой_ADJ', 'собака_NOUN', 'потомучвать_PRON', 'я_PRON', 'очень_ADV', 'высокий_ADJ', 'xxx_NUM', 'смотреть_VERB', 'рост_NOUN', 'а_CCONJ', 'кто_PRON', 'ты_PRON', 'работать_VERB', 'до_ADP', 'пенсия_NOUN', '**ва_NOUN', 'ты_PRON', 'любить_PART', 'готовить_VERB', 'я_PRON', 'очень_ADV', 'любить_VERB', 'готовить_VERB', 'особенновкусняшка_NOUN']","['я_PRON', 'любить_VERB', 'готовить_VERB', 'особенно_ADV', 'экспериментировать_VERB', 'с_ADP', 'новый_ADJ', 'рецепт_NOUN', 'а_CCONJ', 'до_ADP', 'пенсия_NOUN', 'я_PRON', 'работать_VERB', 'в_ADP', 'банк_NOUN', 'заниматься_VERB', 'кредитование_NOUN', 'малый_ADJ', 'бизнес_NOUN']",ai
5098,"['да_PART', 'а_PART', 'то_PRON', 'я_PRON', 'любить_VERB', 'только_PART', 'свой_DET', 'пес_NOUN', 'x_NUM', 'год_NOUN', 'он_PRON', 'уже_ADV', 'он_PRON', 'в_ADP', 'менягордый_ADJ', 'и_CCONJ', 'воспитанный_ADJ', 'ох_INTJ', 'да_PART', 'собака_NOUN', 'это_PRON', 'хороший_ADJ', 'у_ADP', 'ты_PRON', 'быть_VERB', 'автор_NOUN']","['а_CCONJ', 'кошка_NOUN', 'тоже_PART', 'не_PART', 'плохой_ADJ', 'у_ADP', 'ты_PRON', 'ведь_PART', 'нет_VERB', 'аллергия_NOUN']",people
5099,"['я_PRON', 'тоже_PART', 'в_ADP', 'город_NOUN', 'жить_VERB', 'магнитогорск_PROPN ', 'называеться_VERB', 'у_ADP', 'я_PRON', 'из_ADP', 'питомец_NOUN', 'ток_NOUN', 'парень_NOUN', 'но_CCONJ', 'я_PRON', 'он_PRON', 'очень_ADV', 'любить_VERB', 'класс_PROPN ', 'какой_DET', 'твой_PRON', 'хобби_NOUN', 'любить_VERB', 'кататься_VERB', 'на_ADP', 'горный_ADJ', 'козлы_NOUN', 'а_CCONJ', 'ты_PRON']","['играть_VERB', 'на_ADP', 'гитара_NOUN', 'садиться_VERB', 'вечер_NOUN', 'и_CCONJ', 'играть_VERB', 'пока_ADV', 'сосед_NOUN', 'не_PART', 'устать_VERB', 'слушать_VERB']",people
5100,"['здорово_ADV', 'инать_ADV', 'но_CCONJ', 'видимо_ADV', 'я_PRON', 'дебилийский_ADJ', 'почему_ADV']","['на_ADP', 'это_PRON', 'быть_VERB', 'куча_NOUN', 'причина_NOUN', 'но_CCONJ', 'давать_VERB', 'не_PART', 'быть_AUX', 'о_ADP', 'грустный_ADJ', 'давать_VERB', 'хорошо_ADV', 'говорить_VERB', 'о_ADP', 'новинка_NOUN', 'кинематограф_NOUN']",people
5101,"['я_PRON', 'вот_PART', 'домоседа_NOUN', 'поэтому_ADV', 'мало_ADV', 'тратить_NOUN', 'деньги_NOUN', 'не_PART', 'любить_VERB', 'шумный_ADJ', 'компания_NOUN', 'да_CCONJ', 'и_PART', 'не_PART', 'женато_PRON', '**собеседник:_NOUN', 'я_PRON', 'часто_ADV', 'не_PART', 'воспринимать_VERB', 'в_ADP', 'общество_NOUN', 'из_ADP', 'за_ADP', 'моегорост_NOUN', 'всего_PART', 'лишь_PART', 'xxx_NUM', 'и_CCONJ', 'что_PRON', 'бы_PART', 'я_PRON', 'не_PART', 'делать_VERB', 'а_CCONJ', 'каблук_NOUN', 'не_PART', 'помогать_VERB']","['помогать_VERB', 'но_CCONJ', 'нога_NOUN', 'уставать_VERB']",people
5102,"['зачем_ADV', 'лететь_VERB', 'в_ADP', 'америка_PROPN ', 'я_PRON', 'плотниколо_ADP', '**собеседник:_NOUN', 'путешествовать_VERB', 'отдыхать_VERB', 'а_CCONJ', 'я_PRON', 'филолоод_NOUN', 'отличный_ADJ']","['куда_ADV', 'бы_PART', 'вы_PRON', 'хотеть_VERB', 'полететь_VERB']",people
5103,"['**вы:**_NOUN', 'быть_VERB', 'на_ADP', 'медик_NOUN', 'хирург_NOUN', 'шутка_NOUN', 'на_ADP', 'ветеринар_NOUN', 'отличный_ADJ', 'а_CCONJ', 'то_SCONJ', 'я_PRON', 'жить_VERB', 'на_ADP', 'дача_NOUN', 'а_CCONJ', 'там_ADV', 'инет_VERB', 'плохо_ADV', 'ловить_VERB', 'блин_PROPN ', 'а_CCONJ', 'я_PRON', 'думать_VERB', 'врач_NOUN', 'себя_PRON', 'найти_VERB', 'очень_ADV', 'сильно_ADV', 'любить_VERB', 'животное_NOUN', 'а_CCONJ', 'там_ADV', 'и_PART', 'операция_NOUN', 'быть_VERB', 'и_CCONJ', 'все_PRON', 'остальной_ADJ']","['так_ADV', 'что_SCONJ', 'я_PRON', 'с_ADP', 'удовольствие_NOUN', 'быть_AUX', 'помогать_VERB', 'вы_PRON', 'в_ADP', 'этот_DET', 'дело_NOUN']",ai
5104,"['а_CCONJ', 'в_ADP', 'турция_NOUN', 'отдыхать_VERB', 'есть_VERB', 'или_CCONJ', 'жить_VERB', 'с_ADP', 'сын_NOUN', 'или_CCONJ', 'один_NUM', 'с_ADP', 'сын_NOUN', 'работать_VERB', '**ва_NOUN', 'здорово_ADV', 'молодец_NOUN', 'стремиться_VERB', 'к_ADP', 'лучший_ADJ', 'так_ADV', 'и_PART', 'надо_ADV']","['а_CCONJ', 'увы_PRON', 'какой_DET', 'план_NOUN']",people
5105,"['работать_VERB', 'педиатр_NOUN', 'детишки_NOUN', 'лечить_VERB', 'я_PRON', 'они_PRON', 'очень_ADV', 'люблю_ADV', 'ты_PRON', 'любить_PART', 'кофе_SYM', 'иногда_ADV', 'пью_NOUN', '**ва_NOUN', 'почему_ADV', 'иногда_ADV', 'я_PRON', 'он_PRON', 'очень_ADV', 'любить_VERB', 'пить_VERB', 'особенно_ADV', 'сбанана_NOUN', 'не_PART', 'пробовать_VERB', 'очень_ADV', 'вкусный_ADJ']","['я_PRON', 'не_PART', 'очень_ADV', 'любить_VERB', 'кофе_NOUN', 'но_CCONJ', 'с_ADP', 'банан_NOUN', 'еще_ADV', 'не_PART', 'пробовать_VERB', 'спасибо_PROPN ', 'за_ADP', 'совет_NOUN', 'пробовать_VERB', 'обязательно_ADV']",ai
5106,"['вязать_VERB', 'и_CCONJ', 'есть_VERB', 'печенька_NOUN', 'уж_PART', 'больно_ADV', 'любить_VERB', 'покушать_VERB', 'я_PRON', 'тоже_PART', 'вязать_VERB', 'спица_NOUN', 'а_CCONJ', 'вот_PART', 'печенька_NOUN', 'вечер_NOUN', 'не_PART', 'употреблять_VERB', '**ва_NOUN', 'очень_ADV', 'жаль_ADV', 'мочь_VERB', 'делиться_VERB']","['а_CCONJ', 'кефир_NOUN', 'делиться_VERB', 'не_PART', 'хотеть_VERB']",people
5107,"['я_PRON', 'еще_ADV', 'шить_NOUN', 'сам_ADJ', 'платье_NOUN', 'для_ADP', 'дочь_NOUN', 'только_PART', 'она_PRON', 'они_PRON', 'не_PART', 'носит😂😂_NOUN', '**собеседник:_NOUN', 'не_PART', 'накапливать_VERB', 'на_ADP', 'квартира_NOUN', 'еще_ADV', 'зато_CCONJ', 'покупать_VERB', 'машина_NOUN', 'ты_PRON', 'прямой_NOUN', 'мастерица_NOUN', 'похвально_ADV', 'еще_ADV', 'какой_DET', '😎_SYM']","['крутой_ADJ', 'что_SCONJ', 'у_ADP', 'ты_PRON', 'быть_VERB', 'такой_DET', 'талант_NOUN']",ai
5108,"['я_PRON', 'преподавать_VERB', 'информатику_NOUN', 'в_ADP', 'школа_NOUN', 'а_CCONJ', 'ты_PRON', 'что_PRON', 'заниматься_VERB', 'я_PRON', 'работать_VERB', 'на_ADP', 'работа_NOUN', 'скоро_ADV', 'отпусколо_ADP', '**вы:_NOUN', 'кто_PRON', 'работать_VERB', 'что_SCONJ', 'заниматься_VERB']","['я_PRON', 'работать_VERB', 'в_ADP', 'маркетинговый_ADJ', 'агентство_NOUN']",ai
5109,"['я_PRON', 'охотник_NOUN', 'бродяга_NOUN', '**собеседник:_NOUN', 'да_PART', 'уж_PART', 'приходиться_VERB', 'бродяжничать_VERB', 'когда_SCONJ', 'дом_NOUN', 'семерокозлить_NOUN', 'ты_PRON', 'кто_PRON', 'нибудь_ADV', 'помогать_VERB', 'из_ADP', 'бабушка_NOUN', 'дедушка_NOUN', 'с_ADP', 'сын_NOUN']","['у_ADP', 'я_PRON', 'нет_VERB', 'ребенок_NOUN', 'и_CCONJ', 'бабушка_NOUN', 'дедушка_NOUN', 'но_CCONJ', 'я_PRON', 'справляться_VERB', 'с_ADP', 'свой_DET', 'семерый_ADJ', 'козленок_NOUN', 'самостоятельно_ADV', 'они_PRON', 'очень_ADV', 'забавный_ADJ', 'и_CCONJ', 'предать_VERB', 'я_PRON', 'любить_VERB', 'они_PRON', 'очень_ADV', 'сильно_ADV']",ai
5110,"['оготец_NOUN', 'а_CCONJ', 'у_ADP', 'вы_PRON', 'где_ADV', 'то_SCONJ', 'плюс_ADP', 'x_NUM', 'сыро_NUM', 'брр_NOUN']","['я_PRON', 'тут_ADV', 'на_ADP', 'день_NOUN', 'покупать_VERB', 'такой_DET', 'же_PART', 'куртка_NOUN', 'но_CCONJ', 'с_ADP', 'капюшон_NOUN', 'как_SCONJ', 'у_ADP', 'мы_PRON', 'в_ADP', 'город_NOUN', 'в_ADP', 'магазин_NOUN', 'натурально_ADV', 'из_ADP', 'собачий_ADJ', 'шкура_NOUN', 'с_ADP', 'рукав_NOUN', 'до_ADP', 'локоть_NOUN', 'а_CCONJ', 'не_PART', 'из_ADP', 'ткань_NOUN', 'у_ADP', 'я_PRON', 'такой_DET', 'в_ADP', 'город_NOUN', 'уже_ADV', 'год_NOUN', 'пять_NUM', 'стоять_VERB']",ai
5111,"['как_SCONJ', 'дело_NOUN', 'хороший_ADJ', 'у_ADP', 'ты_PRON', '**ва_NOUN', 'нормально_ADV']","['нормальный_ADV', 'формально_ADV', 'отвечать_VERB', 'оригинально_ADV']",people
5112,"['ты_PRON', 'что_PRON', 'увлекаться_VERB', 'я_PRON', 'любить_VERB', 'спорт_NOUN', 'и_CCONJ', 'кофе_NOUN', 'рассказывать_VERB', 'о_ADP', 'себя_PRON', 'побольшбыть_VERB', 'крутой_ADJ', 'любить_VERB', 'удивлять_VERB', 'человек_NOUN', 'устраивать_VERB', 'сюрприз_NOUN', 'время_PROPN ', 'деньги_NOUN', 'ценить_VERB', 'свой_DET', 'время_NOUN']","['вау_PROPN ', 'звучать_VERB', 'прекрасно_ADV', 'где_ADV', 'ты_PRON', 'работать_VERB']",people
5113,"['да_PART', 'быть_VERB', 'вышивать_VERB', 'крестик_NOUN', '**собеседник:_NOUN', 'о_PROPN ', 'это_PRON', 'здоровый_ADJ', 'а_CCONJ', 'как_SCONJ', 'твой_DET', 'семья_NOUN', 'отличный_ADJ', 'скоро_ADV', 'свадьба_NOUN']","['поздравлять_VERB', 'в_ADP', 'како_NOUN']",people
5114,"['а_CCONJ', 'какой_DET', 'у_ADP', 'ты_PRON', 'хобби_NOUN', '🤩_SYM', '**собеседник:_NOUN', 'он_PRON', 'нет_VERB', 'нравиться_VERB', 'смотреть_VERB', 'научно_ADV', 'познавательныевидео_NOUN', 'и_CCONJ', 'читать_VERB', 'книги_NOUN', 'какой_DET', 'жанр_NOUN', 'ты_PRON', 'предпочитать_VERB']","['фантастика_NOUN', 'как_SCONJ', 'ты_PRON', 'к_ADP', 'она_PRON', 'относиться_VERB']",people
